Title,Note,URL,Tags,Comment
Doce Bakery,,https://www.google.com/maps/place/Doce+Bakery/data=!4m2!3m1!1s0x882b337ff05a9b4f:0x88e3d6b5e5abb042,,
LUCKY DONKATSU,,https://www.google.com/maps/place/LUCKY+DONKATSU/data=!4m2!3m1!1s0x882b350ce8ce1735:0xb3bc778cdbe8bce9,,
Kezy Doner,,https://www.google.com/maps/place/Kezy+Doner/data=!4m2!3m1!1s0x882b350e35b49c9b:0xff999a6c7e1115ed,,
Mhel,,https://www.google.com/maps/place/Mhel/data=!4m2!3m1!1s0x882b3585125a7303:0xf6298fb97feabf17,,
Good Taste 不倒翁,,https://www.google.com/maps/place/Good+Taste+%E4%B8%8D%E5%80%92%E7%BF%81/data=!4m2!3m1!1s0x89d4d1f8feb895dd:0x73606590cfce3d77,,
Chainsmoker Urban Halal Barbecue,,https://www.google.com/maps/place/Chainsmoker+Urban+Halal+Barbecue/data=!4m2!3m1!1s0x89d4cd66ab4dbe1b:0x45d4c482f4ce1f,,
Tung Hing Bakery,,https://www.google.com/maps/place/Tung+Hing+Bakery/data=!4m2!3m1!1s0x89d4cb68ab81f741:0x7b3d28dc5a39eba9,,
El Sazón Antojitos Jarochos,,https://www.google.com/maps/place/El+Saz%C3%B3n+Antojitos+Jarochos/data=!4m2!3m1!1s0x882b31ca166556cf:0x92b60e3076d530c4,,
Bà Nội,,https://www.google.com/maps/place/B%C3%A0+N%E1%BB%99i/data=!4m2!3m1!1s0x882b353617b0148b:0x4786e07101f8c230,,
Jaclyn's | Caribbean Fusion Restaurant,,https://www.google.com/maps/place/Jaclyn's+%7C+Caribbean+Fusion+Restaurant/data=!4m2!3m1!1s0x89d4cb237676657f:0xe0e4b3bc20cd6d22,,
Lá Sen Vietnamese Cuisine,,https://www.google.com/maps/place/L%C3%A1+Sen+Vietnamese+Cuisine/data=!4m2!3m1!1s0x89d4d37018fa57f5:0xbf197ef9a5df15f1,,
Doner Palace,,https://www.google.com/maps/place/Doner+Palace/data=!4m2!3m1!1s0x89d4cb79c08b33e7:0xd68d01f3e913ef2e,,
Topaz Kitchen,,https://www.google.com/maps/place/Topaz+Kitchen/data=!4m2!3m1!1s0x882b31faef3fffff:0xe38b567c6bb098f6,,
Taste Bender,,https://www.google.com/maps/place/Taste+Bender/data=!4m2!3m1!1s0x882b35c8f44e1aeb:0xa21b1bc4a05ea8a6,,
Marq's Chicago Beef,,https://www.google.com/maps/place/Marq's+Chicago+Beef/data=!4m2!3m1!1s0x882b355b19478211:0xf77efce7dd7b546,,
Helena's Magic Kitchen,,https://www.google.com/maps/place/Helena's+Magic+Kitchen/data=!4m2!3m1!1s0x882b34cf5ce3e445:0xe9bd44edbc5fe0f3,,
Aromaz Cake & Pastry,,https://www.google.com/maps/place/Aromaz+Cake+%26+Pastry/data=!4m2!3m1!1s0x89d4d32aeacc76e1:0xcc1010e04601734f,,
Mermaids Find,,https://www.google.com/maps/place/Mermaids+Find/data=!4m2!3m1!1s0x882b337e7d53ed2d:0x995716835b4d5c2e,,
Placos Tacos Mexican Food & Bar,,https://www.google.com/maps/place/Placos+Tacos+Mexican+Food+%26+Bar/data=!4m2!3m1!1s0x882b356653bc8b15:0x57e954507936373e,,
NutmegSpiced | Grenadian Bakeshop,,https://www.google.com/maps/place/NutmegSpiced+%7C+Grenadian+Bakeshop/data=!4m2!3m1!1s0x882b33969fbbb241:0x77e706379ec218a0,,
Smoked & Smashed,,https://www.google.com/maps/place/Smoked+%26+Smashed/data=!4m2!3m1!1s0x64166342c995c00f:0xe17f76b9ac42f44e,,
Marusya's Kitchen,,https://www.google.com/maps/place/Marusya's+Kitchen/data=!4m2!3m1!1s0x882b37faa9daf7d3:0xfb9a1a40b70ad9e1,,
Fong On Foods Ltd.,,https://www.google.com/maps/place/Fong+On+Foods+Ltd./data=!4m2!3m1!1s0x882b34c24e4fbcbd:0xfd895250fe80799c,,
Omusubi Bar Suzume,,https://www.google.com/maps/place/Omusubi+Bar+Suzume/data=!4m2!3m1!1s0x882b35465b260a13:0xcdd10e42b3744118,,
The Tiramisu Guy,,https://www.google.com/maps/place/The+Tiramisu+Guy/data=!4m2!3m1!1s0x882b35da63742e73:0xdc6a79dc8275cede,,
Tacontento Mexican Foods,,https://www.google.com/maps/place/Tacontento+Mexican+Foods/data=!4m2!3m1!1s0x882b31016da3c71b:0xfece61112e86675c,,
Tacontento Mexican Food,,https://www.google.com/maps/place/Tacontento+Mexican+Food/data=!4m2!3m1!1s0x882b313be9810d4d:0x5e055b5fb921a067,,
Meechies BBQ & Jerk,,https://www.google.com/maps/place/Meechies+BBQ+%26+Jerk/data=!4m2!3m1!1s0x882b370bc81a0977:0x9971b337f8a78414,,
Flavours Sports Bar and Grill,,https://www.google.com/maps/place/Flavours+Sports+Bar+and+Grill/data=!4m2!3m1!1s0x882b3175070d77d1:0x80203d0d82581d61,,
Definitely Yours Restaurant,,https://www.google.com/maps/place/Definitely+Yours+Restaurant/data=!4m2!3m1!1s0x882b3471580f324b:0x5291a21b196796a0,,
Ba-on Filipino takeout,,https://www.google.com/maps/place/Ba-on+Filipino+takeout/data=!4m2!3m1!1s0x882b339e2bc938b9:0xf65ef07adc52f3c1,,
TOBIKO Express - Roncesvalles,,https://www.google.com/maps/place/TOBIKO+Express+-+Roncesvalles/data=!4m2!3m1!1s0x882b353fd0627c9d:0xa4a9b55cb2b1f6fe,,
Saigonpai 2,,https://www.google.com/maps/place/Saigonpai+2/data=!4m2!3m1!1s0x89d4cbabe51c9a63:0xd21c6b767ac09d2a,,
Kappo Sato,,https://www.google.com/maps/place/Kappo+Sato/data=!4m2!3m1!1s0x882b337011551fbf:0xc8ebe8a50d70391a,,
El Tenedor Restaurant,,https://www.google.com/maps/place/El+Tenedor+Restaurant/data=!4m2!3m1!1s0x882b34a91e969a03:0x4b9cc5636fff7e51,,
Khalifa Kabab & Karahi,,https://www.google.com/maps/place/Khalifa+Kabab+%26+Karahi/data=!4m2!3m1!1s0x882b31004702f9cf:0x1d509704286630bf,,
Black Sheep Burger Co,,https://www.google.com/maps/place/Black+Sheep+Burger+Co/data=!4m2!3m1!1s0x882b33c82511c935:0xaaa1a0199b95278d,,
Fullaluv Bar & Grill,,https://www.google.com/maps/place/Fullaluv+Bar+%26+Grill/data=!4m2!3m1!1s0x882b317c1c6ab925:0x63ee40132f14c4fc,,
Kingston 12 Patty Shop,,https://www.google.com/maps/place/Kingston+12+Patty+Shop/data=!4m2!3m1!1s0x882b332779fa556f:0xeebd89818c34a784,,
Peggy's Caribbean Cuisine,,https://www.google.com/maps/place/Peggy's+Caribbean+Cuisine/data=!4m2!3m1!1s0x89d4db243b2b7367:0x76022492169afa6c,,
Woojoo Bunsik Downtown,,https://www.google.com/maps/place/Woojoo+Bunsik+Downtown/data=!4m2!3m1!1s0x882b3543a9861721:0x39a2f1713b5c378d,,
The Daily Dumpling Wonton Co,,https://www.google.com/maps/place/The+Daily+Dumpling+Wonton+Co/data=!4m2!3m1!1s0x882b35829c0293df:0x493f91b5da71ce93,,
Dough O' Clock,,https://www.google.com/maps/place/Dough+O'+Clock/data=!4m2!3m1!1s0x882b339655c9905d:0x778380cf54254fd3,,
STuu STuu,,https://www.google.com/maps/place/STuu+STuu/data=!4m2!3m1!1s0x882b359a521d2357:0xaf90768dfc274d2b,,
Hector's Taverna,,https://www.google.com/maps/place/Hector's+Taverna/data=!4m2!3m1!1s0x882b351f44c8f677:0x169d3f2739c9fff,,
Santa Marta Bar y Tapas,,https://www.google.com/maps/place/Santa+Marta+Bar+y+Tapas/data=!4m2!3m1!1s0x882b3594cef24b35:0x862b8ac2e8d2fa58,,
Whiskful Thinking Bakery,,https://www.google.com/maps/place/Whiskful+Thinking+Bakery/data=!4m2!3m1!1s0x882b3524759579df:0xdcc5476a4820f539,,
Cassis Bake,,https://www.google.com/maps/place/Cassis+Bake/data=!4m2!3m1!1s0x89d4cd98a5fe5c4b:0x6b273706753defe1,,
Batibot,,https://www.google.com/maps/place/Batibot/data=!4m2!3m1!1s0x882b35aecf3beec9:0x9ef326a43963a8c7,,
Bernard's Pilipino Specialties,,https://www.google.com/maps/place/Bernard's+Pilipino+Specialties/data=!4m2!3m1!1s0x882b35b1803791f5:0xbe98c88697952e57,,
Dadysle Le Patisserie,,https://www.google.com/maps/place/Dadysle+Le+Patisserie/data=!4m2!3m1!1s0x882b33670060efcb:0x3114302684c1c57e,,
Ama Ko Momo,,https://www.google.com/maps/place/Ama+Ko+Momo/data=!4m2!3m1!1s0x882b35005c1f3607:0x44a5d31ad86e6541,,
Hot Pork,,https://www.google.com/maps/place/Hot+Pork/data=!4m2!3m1!1s0x882b35e85b98c1c7:0x44694cc6bfdcdce6,,
Usagi Sushi- Takeout only,,https://www.google.com/maps/place/Usagi+Sushi-+Takeout+only/data=!4m2!3m1!1s0x882b35038ad62697:0xdae219725c3f487c,,
Sansa Bakery & Grill,,https://www.google.com/maps/place/Sansa+Bakery+%26+Grill/data=!4m2!3m1!1s0x882b33a9519ac433:0xf10d9d82daa27d91,,
Earla’s kitchen,,https://www.google.com/maps/place/Earla%E2%80%99s+kitchen/data=!4m2!3m1!1s0x882b332dea540f81:0x31d2c2b4fe5e7f49,,
Lali Gurans,,https://www.google.com/maps/place/Lali+Gurans/data=!4m2!3m1!1s0x882b3500081a796b:0xc7347530f42ab18,,
Oro Cafè & Eatery,,https://www.google.com/maps/place/Oro+Caf%C3%A8+%26+Eatery/data=!4m2!3m1!1s0x89d4cf071e0d2c2b:0xead7576dfc1a7928,,
Jer’s Filicanasian Restaurant,,https://www.google.com/maps/place/Jer%E2%80%99s+Filicanasian+Restaurant/data=!4m2!3m1!1s0x882b33e28ed02911:0x8e1e237465130b89,,
G&J West Indian Restaurant & grocery,,https://www.google.com/maps/place/G%26J+West+Indian+Restaurant+%26+grocery/data=!4m2!3m1!1s0x882b33e9bc068be5:0xfcdf67e1af13396e,,
El puerto marisquería,,https://www.google.com/maps/place/El+puerto+marisquer%C3%ADa/data=!4m2!3m1!1s0x882b33000a5efe93:0xff18bb0c965b645a,,
Popular Chinese Diner,,https://www.google.com/maps/place/Popular+Chinese+Diner/data=!4m2!3m1!1s0x882b3303af5bc90f:0xcaa75989395835c8,,
Pura Vida Restaurant,,https://www.google.com/maps/place/Pura+Vida+Restaurant/data=!4m2!3m1!1s0x882b3587b29f7e6d:0xcce3cb4e44d0e1d2,,
"La Tienda | Tortas | Tacos | Mexican Food | Colombian traditional/streets 
food | Costarican authentic dishes",,https://www.google.com/maps/place/La+Tienda+%7C+Tortas+%7C+Tacos+%7C+Mexican+Food+%7C+Colombian+traditional%2Fstreets+%0Afood+%7C+Costarican+authentic+dishes/data=!4m2!3m1!1s0x882b3473e4bfd2c5:0x68f6a893e474a316,,
El Mae Restaurant,,https://www.google.com/maps/place/El+Mae+Restaurant/data=!4m2!3m1!1s0x882b3501a0332d4d:0xb77982118a1dd523,,
Churros 92,,https://www.google.com/maps/place/Churros+92/data=!4m2!3m1!1s0x882b331ce6c0a991:0xff8a7c8e07a09150,,
T&J Humppy's Jerk,,https://www.google.com/maps/place/T%26J+Humppy's+Jerk/data=!4m2!3m1!1s0x882b33f2202cc669:0xe8576db9e5cd0d9b,,
Fay's Kitchen,,https://www.google.com/maps/place/Fay's+Kitchen/data=!4m2!3m1!1s0x882b317eaa043f31:0x33e155dac6f84012,,
Weston BBQ & Chicken Restaurant,,https://www.google.com/maps/place/Weston+BBQ+%26+Chicken+Restaurant/data=!4m2!3m1!1s0x882b30d8072496f5:0xaaf7c3515afb2508,,
A YAH SO NICE,,https://www.google.com/maps/place/A+YAH+SO+NICE/data=!4m2!3m1!1s0x882b37a419b478bb:0xa02ce4f4a05e4612,,
The Old House Chinese Restaurant,,https://www.google.com/maps/place/The+Old+House+Chinese+Restaurant/data=!4m2!3m1!1s0x89d4d171277910a9:0xb939a43d6c15ccac,,
Issai Japanese Eatery,,https://www.google.com/maps/place/Issai+Japanese+Eatery/data=!4m2!3m1!1s0x89d4d37e07028455:0x918d7de721e88ed,,
Mang Jose Filipino Cuisine,,https://www.google.com/maps/place/Mang+Jose+Filipino+Cuisine/data=!4m2!3m1!1s0x882b326f807b2247:0xa7e08de18c485327,,
Lardo,,https://www.google.com/maps/place/Lardo/data=!4m2!3m1!1s0x882b3564ee61542f:0x60cdb97b10afd360,,
+84,,https://www.google.com/maps/place/%2B84/data=!4m2!3m1!1s0x882b35b9f3cdb57f:0x9472b62d84a355c0,,
Smart and Morris Jamaica Takeout,,https://www.google.com/maps/place/Smart+and+Morris+Jamaica+Takeout/data=!4m2!3m1!1s0x882b35bfda9e1cc9:0x72407de393abf96a,,
Kabob Khana,,https://www.google.com/maps/place/Kabob+Khana/data=!4m2!3m1!1s0x89d4cd3b88e6227d:0x80d2d710201c6c61,,
JouMak,,https://www.google.com/maps/place/JouMak/data=!4m2!3m1!1s0x882b352bb9d692f1:0x484048ecd56da0e2,,
Aifam Sandwich Shop and Food Market,,https://www.google.com/maps/place/Aifam+Sandwich+Shop+and+Food+Market/data=!4m2!3m1!1s0x882b35487ce3a405:0x1a95289b0f5bf84f,,
Momo Corner,,https://www.google.com/maps/place/Momo+Corner/data=!4m2!3m1!1s0x882b35dee4e28201:0xb1436602290a0508,,
Mango Mango (sweet truths dessert shop),,https://www.google.com/maps/place/Mango+Mango+(sweet+truths+dessert+shop)/data=!4m2!3m1!1s0x882b35f5fa5dec43:0x3353d596bb8809fb,,
Zula Burger & Pizza,,https://www.google.com/maps/place/Zula+Burger+%26+Pizza/data=!4m2!3m1!1s0x882b350f47681b65:0x5f17f649a2641507,,
Punta Cana Haus,,https://www.google.com/maps/place/Punta+Cana+Haus/data=!4m2!3m1!1s0x882b315debceeedf:0x32057e7d5e9179af,,
Aliz Restaurant,,https://www.google.com/maps/place/Aliz+Restaurant/data=!4m2!3m1!1s0x89d4cd8579e66579:0xb28492e0d5fcc14a,,
ami-no,,https://www.google.com/maps/place/ami-no/data=!4m2!3m1!1s0x882b35e7557fb94f:0x60f6dc3a2bdf7b1a,,
SHUYI CANADA,,https://www.google.com/maps/place/SHUYI+CANADA/data=!4m2!3m1!1s0x882b2d681f997519:0x174644b8eb371f9a,,
YumYum Chicken,,https://www.google.com/maps/place/YumYum+Chicken/data=!4m2!3m1!1s0x882b33b857603b69:0x4ce49850a9537e1d,,
Caribbean Palace,,https://www.google.com/maps/place/Caribbean+Palace/data=!4m2!3m1!1s0x882b315a0df61ddf:0x8ee1e31caea83536,,
Pat's Jamaican Jerk,,https://www.google.com/maps/place/Pat's+Jamaican+Jerk/data=!4m2!3m1!1s0x882b3549c6c5d851:0x3193a323b6878697,,
Java Bali Kitchen,,https://www.google.com/maps/place/Java+Bali+Kitchen/data=!4m2!3m1!1s0x882b350605f75fc3:0xb99d5e10365383a8,,
Toronto Latino,,https://www.google.com/maps/place/Toronto+Latino/data=!4m2!3m1!1s0x882b33ecdb8dff9d:0x5643691328ba916d,,
Horn Dawgs BBQ Pickering,,https://www.google.com/maps/place/Horn+Dawgs+BBQ+Pickering/data=!4m2!3m1!1s0x89d4dee5c3cea62f:0x39f213c9b270dda1,,
Hot Mama Noi's Thai On The Fly,,https://www.google.com/maps/place/Hot+Mama+Noi's+Thai+On+The+Fly/data=!4m2!3m1!1s0x89d4dee67534e1df:0xa24e0880f60544a6,,
KC Authentic Caribbean Cuisine,,https://www.google.com/maps/place/KC+Authentic+Caribbean+Cuisine/data=!4m2!3m1!1s0x89d4cc227c16d09d:0x948c7f20112e46ed,,
Rajma Chawal - Ghar Ka Swad,,https://www.google.com/maps/place/Rajma+Chawal+-+Ghar+Ka+Swad/data=!4m2!3m1!1s0x882b3353d5e16c73:0x19b0f13709c9fa9a,,
Taqueria El Huarachon,,https://www.google.com/maps/place/Taqueria+El+Huarachon/data=!4m2!3m1!1s0x882b338fda12b615:0xb1a09b085789894b,,
LOS TRES PANADEROS,,https://www.google.com/maps/place/LOS+TRES+PANADEROS/data=!4m2!3m1!1s0x882b335c492f8649:0xc8605f70d4fbd57a,,
Fil Euro Bakery,,https://www.google.com/maps/place/Fil+Euro+Bakery/data=!4m2!3m1!1s0x882b33ed0f7bb63d:0x88ea690ba7a72929,,
BBQ BOX,,https://www.google.com/maps/place/BBQ+BOX/data=!4m2!3m1!1s0x882b33009d7750b9:0x840b8941beb8e8c0,,
"Eglinton Fast Food - Open for takeout ,Dine In and Catering",,"https://www.google.com/maps/place/Eglinton+Fast+Food+-+Open+for+takeout+,Dine+In+and+Catering/data=!4m2!3m1!1s0x882b33ed01472c9b:0xc909a5c53ec7a667",,
